year, month, day, hour, minute, second, lon, lat, depth, mag
1846, 7, 13, 6, 20, 0.000, 166.0000, -47.0000, 25.00, 6.300
1846, 11, 18, 19, 0, 0.000, 172.0000, -41.0000, 25.00, 6.500
1846, 12, 3, 0, 0, 0.000, 173.0000, -41.0000, 25.00, 4.500
1846, 12, 4, 5, 45, 0.000, 174.5000, -41.0000, 25.00, 6.000
1846, 12, 5, 0, 0, 0.000, 175.0000, -40.0000, 25.00, 4.500
1846, 12, 26, 5, 0, 0.000, 178.0000, -39.0000, 25.00, 4.500
1846, 12, 31, 17, 40, 0.000, 178.0000, -39.0000, 25.00, 4.500
1847, 3, 15, 11, 0, 0.000, 177.0000, -39.0000, 25.00, 4.500
1847, 7, 2, 0, 0, 0.000, 175.0000, -40.0000, 25.00, 4.500
1847, 7, 24, 10, 50, 0.000, 175.0000, -41.0000, 25.00, 5.500
1847, 8, 10, 8, 0, 0.000, 178.0000, -38.0000, 25.00, 4.500
1847, 9, 21, 16, 0, 0.000, 173.0000, -41.0000, 25.00, 4.500
1847, 9, 26, 0, 0, 0.000, 173.0000, -41.0000, 25.00, 4.500
1848, 4, 9, 7, 50, 0.000, 175.0000, -40.0000, 25.00, 5.500
1848, 4, 19, 13, 0, 0.000, 175.0000, -41.0000, 25.00, 5.500
1848, 8, 14, 0, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1848, 10, 15, 14, 10, 0.000, 173.6000, -41.9000, 12.00, 7.550
1848, 10, 18, 17, 24, 0.000, 173.6000, -41.9000, 12.00, 6.200
1848, 10, 21, 0, 0, 0.000, 173.0000, -41.0000, 25.00, 4.500
1848, 11, 9, 0, 0, 0.000, 173.0000, -41.0000, 25.00, 5.500
1848, 11, 29, 2, 0, 0.000, 175.0000, -41.0000, 25.00, 5.500
1848, 11, 30, 5, 0, 0.000, 174.0000, -41.0000, 25.00, 4.500
1849, 2, 23, 18, 0, 0.000, 175.0000, -40.0000, 25.00, 5.500
1849, 7, 5, 17, 0, 0.000, 175.0000, -40.0000, 25.00, 4.500
1849, 12, 11, 6, 0, 0.000, 175.0000, -40.0000, 25.00, 5.500
1850, 5, 6, 0, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1850, 5, 31, 7, 0, 0.000, 176.0000, -39.0000, 25.00, 5.500
1850, 6, 21, 0, 0, 0.000, 175.0000, -40.0000, 25.00, 4.500
1850, 7, 1, 0, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1850, 10, 1, 0, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1851, 3, 9, 0, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1851, 6, 2, 0, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1851, 7, 26, 21, 0, 0.000, 173.0000, -41.0000, 25.00, 6.000
1851, 9, 7, 2, 5, 0.000, 174.5000, -41.0000, 25.00, 5.500
1851, 9, 26, 15, 0, 0.000, 175.0000, -41.0000, 25.00, 5.500
1851, 10, 5, 0, 0, 0.000, 173.0000, -41.0000, 25.00, 4.500
1851, 10, 9, 0, 0, 0.000, 175.0000, -40.0000, 25.00, 4.500
1852, 2, 25, 0, 0, 0.000, 175.0000, -40.0000, 25.00, 4.500
1852, 3, 23, 18, 0, 0.000, 174.0000, -39.0000, 25.00, 5.500
1852, 3, 31, 0, 0, 0.000, 178.0000, -39.0000, 25.00, 4.500
1852, 3, 31, 0, 0, 0.000, 175.0000, -40.0000, 25.00, 4.500
1852, 6, 10, 10, 0, 0.000, 177.0000, -40.0000, 25.00, 4.500
1852, 9, 29, 17, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1853, 1, 1, 8, 45, 0.000, 174.0000, -39.0000, 25.00, 6.800
1853, 2, 28, 0, 0, 0.000, 173.0000, -41.0000, 25.00, 4.500
1853, 4, 1, 0, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1853, 5, 5, 19, 0, 0.000, 173.0000, -41.0000, 25.00, 4.500
1853, 5, 7, 0, 0, 0.000, 174.0000, -41.0000, 25.00, 4.500
1853, 5, 8, 10, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1853, 6, 4, 17, 0, 0.000, 174.0000, -40.0000, 25.00, 5.500
1853, 6, 7, 0, 40, 0.000, 174.0000, -40.0000, 25.00, 5.500
1853, 9, 1, 11, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1853, 10, 18, 19, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1853, 12, 18, 16, 0, 0.000, 175.0000, -40.0000, 25.00, 5.500
1854, 1, 29, 8, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1854, 3, 21, 23, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1854, 5, 3, 9, 0, 0.000, 174.0000, -41.0000, 25.00, 5.500
1854, 7, 20, 10, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1854, 9, 14, 0, 0, 0.000, 175.0000, -41.0000, 25.00, 4.500
1855, 1, 23, 9, 32, 0.000, 175.2000, -41.2000, 33.00, 8.250
1855, 2, 9, 0, 0, 0.000, 175.0000, -41.4000, 25.00, 6.000
1855, 10, 21, 0, 0, 0.000, 174.0000, -39.0000, 25.00, 5.500
1863, 2, 22, 13, 0, 0.000, 176.5000, -40.0000, 25.00, 7.500
1868, 10, 18, 12, 35, 0.000, 173.0000, -40.2000, 12.00, 7.400
1868, 10, 26, 0, 0, 0.000, 174.0000, -39.0000, 25.00, 6.000
1875, 9, 14, 12, 0, 0.000, 178.0000, -39.0000, 25.00, 5.800
1881, 6, 25, 17, 55, 0.000, 175.6000, -40.4000, 33.00, 6.700
1891, 3, 9, 0, 0, 0.000, 174.0000, -41.5000, 25.00, 5.500
1891, 6, 23, 23, 25, 0.000, 174.4000, -37.4000, 12.00, 6.200
1891, 7, 5, 0, 0, 0.000, 175.0000, -41.0000, 25.00, 5.500
1892, 10, 11, 1, 30, 0.000, 176.5000, -40.4000, 33.00, 5.700
1894, 5, 20, 22, 13, 0.000, 175.0000, -41.0000, 25.00, 6.000
1895, 8, 18, 6, 57, 0.000, 176.0000, -38.8000, 12.00, 6.000
1897, 12, 7, 15, 10, 0.000, 175.0000, -40.0000, 40.00, 6.500
1903, 8, 1, 16, 20, 0.000, 176.9000, -39.6000, 12.00, 5.200
1904, 8, 8, 22, 50, 0.000, 176.4000, -40.4000, 16.00, 7.100
1907, 3, 6, 13, 45, 0.000, 174.0000, -42.0000, 25.00, 5.500
1911, 10, 5, 7, 36, 0.000, 176.9000, -39.6000, 33.00, 5.600
1912, 5, 26, 6, 35, 0.000, 175.0000, -38.0000, 12.00, 5.700
1913, 2, 22, 1, 6, 0.000, 171.6000, -41.8000, 12.00, 5.300
1913, 4, 12, 7, 42, 0.000, 175.7000, -41.0000, 12.00, 5.600
1914, 10, 6, 19, 16, 0.000, 178.2000, -37.8000, 12.00, 6.600
1914, 10, 28, 0, 16, 0.000, 178.2000, -37.8000, 12.00, 6.400
1917, 8, 5, 15, 51, 0.000, 176.0000, -40.8000, 20.00, 6.850
1918, 2, 19, 14, 15, 0.000, 174.0000, -41.5000, 25.00, 5.500
1918, 11, 3, 11, 14, 0.000, 165.0000, -47.0000, 8.00, 6.700
1921, 4, 2, 23, 0, 0.000, 177.5000, -39.0000, 25.00, 5.500
1921, 7, 20, 15, 57, 0.000, 177.0000, -39.5000, 25.00, 5.500
1921, 9, 6, 4, 26, 0.000, 178.0000, -38.0000, 25.00, 5.010
1922, 6, 8, 13, 27, 0.000, 176.0300, -38.6000, 5.00, 4.500
1922, 6, 18, 17, 30, 0.000, 176.0000, -39.0000, 25.00, 6.000
1922, 8, 16, 12, 48, 0.000, 174.0000, -42.0000, 25.00, 5.500
1925, 11, 27, 14, 27, 0.000, 174.0000, -42.0000, 25.00, 5.500
1925, 12, 9, 13, 41, 0.000, 173.0000, -41.0000, 25.00, 5.500
1926, 1, 4, 0, 0, 0.000, 174.8000, -41.3000, 33.00, 4.900
1926, 3, 18, 13, 28, 0.000, 175.0000, -41.0000, 25.00, 5.500
1926, 11, 11, 22, 51, 0.000, 175.5500, -37.6500, 5.00, 4.600
1927, 5, 18, 2, 0, 0.000, 173.0000, -41.0000, 25.00, 5.500
1927, 5, 20, 0, 0, 0.000, 178.0000, -38.0000, 25.00, 5.500
1927, 10, 15, 0, 0, 0.000, 174.0000, -39.0000, 25.00, 5.500
1927, 11, 7, 0, 0, 0.000, 175.5000, -37.5000, 25.00, 5.500
1928, 3, 6, 19, 20, 0.000, 174.1300, -39.0000, 12.00, 5.400
1929, 5, 7, 16, 14, 0.000, 175.5000, -40.1000, 12.00, 5.500
1929, 5, 29, 3, 50, 0.000, 176.0000, -40.0000, 25.00, 5.500
1929, 6, 16, 22, 47, 43.000, 172.2000, -41.7000, 9.00, 7.500
1929, 6, 22, 15, 30, 0.000, 172.3200, -41.7800, 14.00, 6.500
1930, 2, 12, 6, 22, 0.000, 176.5500, -40.4000, 33.00, 6.200
1930, 4, 27, 13, 50, 0.000, 173.0000, -41.0000, 25.00, 5.500
1930, 9, 22, 1, 31, 23.000, 180.2330, -35.6800, 35.00, 6.370
1930, 9, 25, 18, 6, 26.000, 180.4040, -35.3230, 35.00, 6.220
1930, 11, 9, 6, 2, 0.000, 173.0000, -41.0000, 25.00, 5.500
1931, 2, 2, 22, 47, 0.000, 177.0000, -39.3000, 15.00, 7.600
1931, 2, 13, 1, 27, 0.000, 177.5000, -39.5000, 16.00, 7.400
1931, 4, 21, 23, 40, 0.000, 177.0000, -40.0000, 25.00, 6.460
1931, 7, 19, 9, 7, 0.000, 176.0000, -41.0000, 25.00, 5.500
1931, 7, 24, 14, 10, 0.000, 173.0000, -41.0000, 25.00, 5.500
1932, 3, 5, 1, 40, 54.000, 178.0000, -36.5000, 30.00, 5.990
1932, 7, 20, 4, 52, 28.000, 174.0128, -40.1783, 33.00, 6.112
1933, 7, 25, 23, 30, 0.000, 173.0000, -41.0000, 25.00, 4.500
1934, 3, 5, 11, 46, 13.000, 176.2900, -40.5500, 12.00, 7.300
1934, 3, 10, 7, 57, 10.000, 176.6800, -40.5900, 12.00, 5.346
1934, 3, 15, 10, 46, 36.000, 177.2290, -39.3138, 25.00, 6.300
1934, 3, 23, 5, 1, 45.000, 177.4000, -39.4000, 12.00, 4.425
1935, 7, 15, 11, 59, 0.000, 176.0000, -39.0000, 25.00, 5.500
1937, 6, 3, 0, 4, 0.000, 175.8000, -37.0000, 25.00, 5.500
1938, 1, 18, 2, 44, 0.000, 176.0000, -40.0000, 25.00, 5.500
1938, 2, 13, 8, 3, 56.000, 179.4680, -35.9320, 35.00, 6.640
1938, 12, 15, 9, 12, 0.000, 176.5500, -40.0800, 25.00, 5.610
1939, 2, 23, 23, 21, 0.000, 177.0000, -38.0000, 25.00, 5.500
1939, 4, 20, 0, 0, 0.000, 167.5000, -46.5000, 25.00, 6.050
1940, 1, 4, 13, 6, 24.000, 174.5000, -41.0000, 25.00, 4.500
1940, 1, 6, 18, 19, 24.000, 175.0000, -41.5000, 25.00, 4.500
1940, 1, 7, 9, 34, 48.000, 175.5000, -40.0000, 25.00, 4.500
1940, 1, 8, 9, 41, 24.000, 174.0000, -41.7000, 25.00, 4.500
1940, 1, 11, 12, 35, 24.000, 173.0000, -40.2000, 25.00, 5.500
1940, 1, 21, 7, 16, 54.000, 177.0000, -39.0000, 25.00, 4.500
1940, 1, 24, 4, 0, 18.000, 175.5000, -39.0000, 25.00, 4.500
1940, 1, 24, 4, 1, 12.000, 175.5000, -39.0000, 25.00, 4.500
1940, 1, 27, 4, 32, 42.000, 174.0000, -40.0000, 25.00, 4.500
1940, 1, 27, 7, 16, 54.000, 174.0000, -40.0000, 25.00, 4.500
1940, 2, 5, 9, 15, 54.000, 173.5000, -41.5000, 25.00, 4.500
1940, 2, 9, 12, 27, 0.000, 172.0000, -41.5000, 25.00, 4.500
1940, 2, 14, 9, 48, 18.000, 175.7000, -40.2000, 25.00, 4.500
1940, 2, 26, 6, 16, 36.000, 176.5000, -39.5000, 25.00, 6.000
1940, 3, 17, 11, 36, 30.000, 176.5000, -38.7000, 25.00, 4.500
1940, 3, 17, 17, 6, 54.000, 178.5000, -37.7000, 25.00, 4.500
1940, 3, 19, 14, 53, 30.000, 176.5000, -39.0000, 12.00, 5.170
1940, 3, 20, 7, 43, 30.000, 177.0000, -38.0000, 25.00, 4.500
1940, 3, 23, 5, 22, 36.000, 174.5000, -41.0000, 25.00, 4.500
1940, 3, 28, 16, 4, 42.000, 177.0000, -38.0000, 25.00, 4.500
1940, 4, 2, 12, 36, 6.000, 175.7000, -39.5000, 25.00, 4.500
1940, 4, 2, 18, 8, 12.000, 169.0000, -46.5000, 25.00, 4.500
1940, 4, 19, 6, 41, 30.000, 176.2000, -40.1000, 25.00, 4.500
1940, 5, 12, 12, 40, 0.000, 176.0000, -38.0000, 25.00, 4.500
1940, 5, 12, 13, 5, 0.000, 176.0000, -38.0000, 25.00, 4.500
1940, 5, 14, 1, 22, 0.000, 168.0000, -46.0000, 25.00, 4.500
1940, 6, 3, 0, 19, 36.000, 175.5000, -40.5000, 25.00, 4.500
1940, 6, 12, 0, 42, 0.000, 175.3000, -39.5000, 25.00, 4.500
1940, 6, 19, 5, 15, 45.000, 174.0000, -40.0000, 25.00, 4.500
1940, 6, 24, 7, 41, 24.000, 174.0000, -41.0000, 25.00, 4.500
1940, 6, 25, 21, 4, 48.000, 178.3000, -40.0000, 25.00, 4.500
1940, 6, 30, 6, 21, 36.000, 179.0000, -38.5000, 25.00, 4.500
1940, 7, 8, 8, 5, 12.000, 177.7000, -39.5000, 25.00, 4.500
1940, 7, 8, 19, 51, 48.000, 174.5000, -40.5000, 25.00, 4.500
1940, 7, 10, 8, 15, 0.000, 175.0000, -41.0000, 25.00, 4.500
1940, 7, 13, 17, 9, 54.000, 172.8000, -41.5000, 25.00, 4.500
1940, 7, 19, 20, 55, 12.000, 173.2000, -41.5000, 25.00, 4.500
1940, 7, 22, 13, 31, 30.000, 174.0000, -40.3000, 25.00, 4.500
1940, 7, 31, 9, 41, 30.000, 175.5000, -41.0000, 25.00, 4.500
1940, 8, 2, 5, 7, 24.000, 178.2000, -39.1000, 40.00, 4.690
1940, 8, 2, 13, 15, 0.000, 174.0000, -39.0000, 25.00, 4.500
1940, 8, 7, 13, 6, 54.000, 173.0000, -40.0000, 25.00, 4.500
1940, 8, 10, 15, 14, 12.000, 178.0000, -38.5000, 25.00, 4.500
1940, 8, 22, 21, 19, 36.000, 173.5000, -41.5000, 25.00, 4.500
1940, 8, 24, 17, 38, 18.000, 178.0000, -38.5000, 25.00, 4.500
1940, 9, 1, 21, 1, 6.000, 174.0000, -42.0000, 25.00, 3.700
1940, 9, 5, 10, 57, 44.000, 175.5000, -39.0000, 33.00, 3.800
1940, 9, 6, 23, 36, 45.000, 174.5000, -40.5000, 25.00, 4.000
1940, 9, 15, 4, 23, 29.000, 176.0000, -41.0000, 33.00, 3.800
1940, 9, 15, 16, 34, 30.000, 174.0000, -39.0000, 25.00, 4.600
1940, 9, 16, 13, 23, 0.000, 173.0000, -41.0000, 25.00, 3.500
1940, 9, 28, 3, 46, 0.000, 172.0000, -41.0000, 25.00, 3.700
1940, 10, 6, 17, 22, 5.000, 177.0000, -37.5000, 25.00, 3.700
1940, 10, 21, 18, 47, 57.000, 174.3000, -41.3000, 33.00, 4.600
1940, 10, 24, 16, 31, 0.000, 175.3000, -38.8000, 25.00, 3.700
1940, 10, 30, 0, 10, 0.000, 172.0000, -41.0000, 25.00, 4.500
1940, 10, 31, 4, 48, 50.000, 175.0000, -42.0000, 33.00, 4.600
1940, 11, 8, 10, 11, 0.000, 175.0000, -39.0000, 25.00, 3.700
1940, 11, 8, 14, 17, 5.000, 175.5000, -39.5000, 33.00, 3.800
1940, 11, 10, 8, 33, 31.000, 176.0000, -38.5000, 33.00, 4.100
1940, 11, 19, 16, 11, 0.000, 174.0000, -40.0000, 25.00, 4.500
1940, 11, 29, 23, 30, 54.000, 180.0000, -37.0000, 25.00, 4.800
1940, 11, 30, 10, 33, 36.000, 180.0000, -37.0000, 25.00, 4.700
1940, 12, 1, 23, 53, 0.000, 176.3000, -38.2000, 25.00, 4.500
1940, 12, 2, 18, 2, 31.000, 171.4000, -42.1000, 33.00, 3.900
1940, 12, 12, 14, 18, 0.000, 175.0000, -40.0000, 25.00, 4.500
1940, 12, 13, 15, 16, 0.000, 175.6000, -41.0000, 25.00, 3.300
1940, 12, 21, 0, 57, 7.000, 176.0000, -39.0000, 33.00, 4.000
1941, 1, 9, 2, 39, 24.000, 177.2000, -38.1000, 12.00, 4.760
1941, 1, 11, 13, 36, 0.000, 177.3000, -38.0000, 25.00, 4.500
1941, 1, 17, 17, 38, 15.000, 175.2000, -39.2000, 33.00, 3.800
1941, 1, 25, 21, 50, 0.000, 175.7000, -40.5000, 25.00, 4.500
1941, 1, 27, 4, 50, 23.000, 172.2000, -41.8000, 33.00, 4.000
1941, 2, 10, 8, 59, 42.000, 173.6000, -40.4000, 33.00, 4.000
1941, 2, 11, 23, 11, 13.000, 174.9000, -40.2000, 33.00, 4.800
1941, 2, 17, 1, 33, 18.000, 174.5000, -40.2000, 25.00, 4.000
1941, 2, 17, 3, 34, 38.000, 172.5000, -40.5000, 33.00, 4.000
1941, 2, 19, 14, 37, 48.000, 173.6000, -39.3000, 12.00, 4.900
1941, 3, 3, 23, 57, 25.000, 175.2000, -39.2000, 25.00, 4.500
1941, 3, 18, 8, 11, 0.000, 176.3000, -38.0000, 25.00, 4.500
1941, 3, 20, 19, 26, 0.000, 173.0000, -41.0000, 25.00, 4.500
1941, 3, 24, 8, 58, 41.000, 177.5000, -39.0000, 25.00, 4.200
1941, 3, 26, 7, 20, 59.000, 173.7000, -41.2000, 33.00, 4.600
1941, 4, 6, 4, 41, 15.000, 176.8000, -41.2000, 33.00, 4.400
1941, 4, 6, 18, 46, 53.000, 173.1000, -41.6000, 33.00, 5.800
1941, 4, 29, 3, 51, 54.000, 175.6000, -39.6000, 12.00, 3.800
1941, 4, 29, 8, 14, 12.000, 175.5000, -41.5000, 12.00, 3.900
1941, 5, 8, 2, 11, 15.000, 174.8000, -39.2000, 25.00, 4.500
1941, 5, 15, 11, 40, 0.000, 175.3000, -41.5000, 25.00, 4.500
1941, 5, 16, 17, 29, 25.000, 174.0000, -39.0000, 25.00, 4.700
1941, 5, 23, 11, 34, 21.000, 172.4000, -40.8000, 12.00, 3.800
1941, 5, 23, 11, 55, 0.000, 172.0000, -41.0000, 25.00, 4.500
1941, 5, 26, 15, 17, 0.000, 168.5000, -44.2000, 33.00, 4.800
1941, 5, 29, 11, 17, 4.000, 177.1000, -40.6000, 12.00, 5.200
1941, 6, 1, 22, 53, 21.000, 177.1000, -41.5000, 12.00, 4.200
1941, 6, 4, 10, 30, 12.000, 175.8000, -38.2000, 25.00, 4.000
1941, 6, 6, 16, 32, 54.000, 177.7000, -38.7000, 25.00, 4.200
1941, 6, 7, 9, 43, 24.000, 175.5000, -41.0000, 25.00, 3.500
1941, 6, 13, 18, 37, 0.000, 175.5000, -40.0000, 25.00, 4.500
1941, 7, 2, 15, 50, 57.000, 173.5000, -40.3000, 12.00, 4.500
1941, 7, 4, 12, 49, 27.000, 172.6000, -40.7000, 33.00, 5.300
1941, 7, 6, 0, 0, 6.000, 173.8000, -41.1000, 33.00, 4.500
1941, 7, 17, 1, 39, 55.000, 173.2000, -41.5000, 33.00, 5.300
1941, 7, 22, 15, 19, 42.000, 174.2000, -41.7000, 12.00, 4.800
1941, 7, 24, 11, 53, 0.000, 174.5000, -41.2000, 25.00, 3.800
1941, 8, 9, 22, 39, 31.000, 171.8000, -41.0000, 33.00, 4.100
1941, 8, 10, 10, 5, 39.000, 168.5000, -44.2000, 33.00, 5.400
1941, 8, 18, 12, 26, 51.000, 176.6000, -40.3000, 33.00, 3.800
1941, 8, 21, 21, 27, 3.000, 175.5000, -41.2000, 12.00, 4.500
1941, 8, 25, 7, 6, 1.000, 173.8000, -41.1000, 12.00, 5.000
1941, 9, 10, 7, 2, 0.000, 175.0000, -40.0000, 25.00, 4.500
1941, 9, 14, 17, 15, 0.000, 177.5000, -39.0000, 25.00, 4.500
1941, 10, 2, 5, 25, 0.000, 168.5000, -45.0000, 25.00, 4.500
1941, 10, 5, 3, 30, 0.000, 167.0000, -45.0000, 25.00, 4.500
1941, 10, 10, 19, 33, 14.000, 177.8000, -39.5000, 12.00, 4.500
1941, 10, 15, 5, 24, 12.000, 176.2000, -41.5000, 25.00, 4.700
1941, 10, 16, 1, 11, 44.000, 174.0000, -40.0000, 33.00, 4.200
1941, 10, 26, 1, 46, 18.000, 178.0000, -40.2000, 12.00, 5.200
1941, 10, 30, 10, 34, 35.000, 175.7000, -39.4000, 12.00, 4.200
1941, 10, 30, 19, 12, 0.000, 168.5000, -46.5000, 25.00, 4.500
1941, 11, 21, 10, 5, 54.000, 175.1000, -40.1000, 12.00, 4.800
1941, 11, 26, 10, 38, 45.000, 172.4000, -42.3000, 12.00, 4.400
1941, 12, 10, 18, 34, 54.000, 174.0000, -39.3000, 25.00, 3.500
1941, 12, 11, 1, 12, 0.000, 167.0000, -45.0000, 25.00, 5.000
1941, 12, 15, 8, 5, 30.000, 176.5000, -40.0000, 25.00, 4.500
1941, 12, 16, 7, 0, 0.000, 176.3000, -38.2000, 25.00, 4.500
1941, 12, 17, 11, 51, 19.000, 174.1000, -42.0000, 33.00, 4.800
1941, 12, 22, 16, 54, 18.000, 173.7000, -39.3000, 25.00, 3.000
1941, 12, 24, 16, 44, 0.000, 176.5000, -40.0000, 25.00, 4.500
1941, 12, 25, 3, 41, 45.000, 175.0000, -40.7000, 12.00, 4.800
1941, 12, 29, 9, 43, 0.000, 176.0000, -41.0000, 25.00, 4.500
1942, 1, 21, 11, 39, 2.000, 175.9400, -39.4300, 12.00, 4.527
1942, 1, 29, 20, 30, 38.000, 179.8900, -37.5600, 12.00, 5.105
1942, 2, 2, 16, 43, 16.000, 179.4700, -35.4600, 12.00, 4.986
1942, 2, 14, 11, 15, 0.000, 177.0000, -38.0000, 25.00, 4.500
1942, 2, 15, 7, 19, 30.000, 178.4100, -37.5200, 33.00, 4.663
1942, 2, 16, 10, 4, 2.000, 177.9600, -38.7300, 33.00, 4.527
1942, 2, 21, 11, 0, 0.000, 177.0000, -38.0000, 25.00, 4.500
1942, 2, 21, 22, 23, 54.000, 173.9900, -38.9500, 0.00, 4.374
1942, 2, 22, 12, 18, 17.000, 177.4200, -38.3200, 12.00, 3.762
1942, 3, 2, 16, 34, 37.000, 177.4300, -37.3100, 12.00, 4.750
1942, 3, 3, 5, 30, 0.000, 177.5000, -38.5000, 25.00, 4.500
1942, 3, 3, 20, 36, 30.000, 172.3900, -41.9200, 12.00, 3.474
1942, 3, 5, 21, 21, 26.000, 174.9100, -39.2100, 12.00, 4.000
1942, 3, 16, 14, 45, 8.000, 175.0000, -42.0000, 12.00, 3.507
